Source,Target,Weights
s,ara,2
s,iano,2
s,achar,2
s,yl,2
s,ień,2
s,twierdz,2
s,zowy,2
s,tem,2
s,cet,2
s,uc,2
s,pie,2
s,tyl,2
s,elka,2
s,iek,2
s,acha,2
s,prawa,2
s,pis,2
s,przyj,2
s,kop,2
s,łować,2
a,cjalny,2
a,tniejszy,2
a,lew,2
a,bu,2
a,rab,2
a,ryca,2
a,moc,2
a,wers,2
a,ren,2
a,gi,2
a,czn,2
a,szka,2
a,baw,2
a,rad,2
a,terz,2
a,ks,2
a,cze,2
a,tyn,2
a,staw,2
a,stol,2
a,lić,2
a,mu,2
a,jazd,2
a,bel,2
a,lnia,2
a,tali,2
a,sić,2
a,ln,2
a,nar,2
a,mar,2
a,go,2
a,żniejszy,2
a,sło,2
a,pować,2
a,bójstwo,2
a,rnik,2
a,gro,2
a,rod,2
a,wart,2
a,ryn,2
a,róg,2
a,żowy,2
a,wn,2
a,strofa,2
a,ram,2
a,kładnik,2
a,nty,2
a,bować,2
a,dzie,2
a,nista,2
a,rta,2
a,nk,2
a,kt,2
a,gie,2
a,fe,2
a,pra,2
a,zdro,2
a,tur,2
a,dy,2
a,ndel,2
a,otyczny,2
a,par,2
a,teistyczny,2
a,fon,2
a,er,2
a,chować,2
a,czerwon,2
a,czerw,2
a,pir,2
a,cie,2
a,cier,2
a,kap,2
a,uważ,2
a,pać,2
a,dob,2
a,licz,2
a,gaz,2
a,nto,2
a,dzenie,2
a,rob,2
a,gl,2
a,łos,2
a,zywa,2
a,szczur,2
a,szczu,2
a,ud,2
a,czyk,2
a,styczn,2
a,rma,2
a,mowa,2
a,mow,2
a,ław,2
a,wica,2
a,ści,2
a,tys,2
a,worzyć,2
a,kowy,2
a,un,2
a,gno,2
a,szt,2
a,żyna,2
a,rać,2
a,toka,2
a,zach,2
a,roni,2
a,kazać,2
a,rodz,2
a,bar,2
a,zda,2
a,prosić,2
a,fel,2
a,wian,2
a,taf,2
a,dchodzić,2
a,prze,2
a,wied,2
a,chowiec,2
a,wianie,2
a,daw,2
a,pomnieć,2
a,wc,2
a,liw,2
a,sier,2
a,szcza,2
a,ić,2
a,rk,2
a,ri,2
a,cj,2
a,rszy,2
a,lej,2
a,pie,2
a,ina,2
a,fla,2
a,krzyw,2
a,matyczny,2
a,szyn,2
a,steczk,2
a,tyczniejszy,2
a,godny,2
a,mieni,2
a,chodni,2
a,ste,2
a,lik,2
a,łop,2
a,ciarz,2
a,trw,2
a,gan,2
a,rykański,2
a,łożyć,2
a,rm,2
a,dliwy,2
a,kwar,2
a,ze,2
a,pić,2
a,trzymać,2
a,ryna,2
a,ur,2
a,paty,2
a,sen,2
a,lacja,2
a,or,2
a,leczka,2
a,kier,2
a,prawa,2
a,zyn,2
a,dki,2
am,ó,2
am,f,2
am,er,2
am,y,2
sam,s,2
i,pis,2
i,ryczny,2
i,anek,2
i,nista,2
i,ecki,2
i,bo,2
i,lować,2
i,ź,2
i,oma,2
i,ks,2
i,kszy,2
i,gram,2
i,eo,2
i,tny,2
i,cznik,2
i,jać,2
i,erw,2
i,beryjski,2
i,sto,2
i,eczn,2
i,gl,2
i,kat,2
i,ekt,2
i,ły,2
i,ący,2
i,dzenie,2
i,pe,2
i,naczyć,2
i,ękn,2
i,ęk,2
i,ewa,2
i,dzia,2
i,edz,2
i,zyczny,2
i,my,2
i,onować,2
i,okąt,2
i,tszy,2
i,edzenie,2
i,kol,2
i,as,2
i,asty,2
i,osk,2
i,gno,2
i,ość,2
i,ton,2
i,nować,2
i,ero,2
i,usz,2
i,karnia,2
i,wer,2
i,eta,2
i,do,2
i,cjalny,2
i,fo,2
i,ania,2
i,bi,2
i,mowa,2
i,łość,2
i,kowanie,2
i,weczka,2
i,erować,2
i,gwa,2
i,ter,2
i,kawka,2
i,kaw,2
i,lk,2
i,teista,2
i,nda,2
i,szowy,2
i,tek,2
i,lia,2
i,eleń,2
i,erow,2
i,erski,2
i,chle,2
i,ęcz,2
i,etka,2
i,gre,2
i,szyn,2
i,ekcja,2
i,zować,2
i,czać,2
i,cho,2
i,mowy,2
i,kier,2
i,oto,2
i,orowy,2
i,for,2
i,mać,2
i,arstwo,2
i,pa,2
i,ostrze,2
i,ostr,2
i,ęci,2
i,ow,2
i,kon,2
i,ce,2
i,owóz,2
i,elina,2
i,nologia,2
i,ńczyk,2
i,ówka,2
i,och,2
i,oc,2
i,eniec,2
i,wka,2
i,mat,2
i,rok,2
i,ła,2
i,teistyczny,2
i,gnąć,2
i,ab,2
i,onet,2
i,czniejszy,2
n,erwować,2
n,erw,2
n,tualny,2
n,óż,2
n,gen,2
n,ole,2
n,syn,2
n,inowy,2
n,ost,2
n,ag,2
n,etyczny,2
n,uczek,2
n,sza,2
n,ewski,2
n,osta,2
n,osfera,2
n,eczny,2
n,ast,2
n,aniec,2
n,atywny,2
n,ent,2
n,en,2
n,ękać,2
n,kowy,2
n,osz,2
n,iem,2
n,gust,2
n,eto,2
n,tere,2
n,ter,2
n,ist,2
n,ów,2
n,alniejszy,2
n,iszcz,2
n,towanie,2
n,trum,2
n,ariusz,2
n,iad,2
n,oz,2
n,oczesny,2
n,ser,2
n,sa,2
n,de,2
n,an,2
n,otować,2
n,iedzi,2
n,kow,2
n,str,2
n,izować,2
n,omiczny,2
n,ociąg,2
n,iadać,2
n,eu,2
n,ożenie,2
n,acyjny,2
n,óżka,2
n,kar,2
n,sowy,2
n,osłowiański,2
n,do,2
n,uta,2
n,iep,2
n,amię,2
n,ikać,2
n,tka,2
n,tyka,2
n,iej,2
n,iarka,2
n,urek,2
n,iak,2
n,tolog,2
n,arów,2
n,cjalny,2
n,az,2
n,cj,2
n,ęcić,2
n,p,2
n,giel,2
n,aczy,2
n,acz,2
n,tacja,2
n,azywać,2
n,etka,2
n,ecznik,2
n,iewi,2
n,atura,2
n,ięta,2
n,tologiczny,2
n,ianin,2
t,miczny,2
t,arg,2
t,la,2
t,ryb,2
t,worzyć,2
t,yl,2
t,rum,2
t,aria,2
t,row,2
t,etyczny,2
t,óg,2
t,alizacja,2
t,aliza,2
t,uka,2
t,ali,2
t,ycz,2
t,ajniejszy,2
t,ros,2
t,rych,2
t,rad,2
t,rac,2
t,ań,2
t,ema,2
t,ła,2
t,atarski,2
t,kom,2
t,rap,2
t,apu,2
t,rynka,2
t,ralny,2
t,ryg,2
t,ryzm,2
t,ata,2
t,ala,2
t,ywać,2
t,rus,2
t,kowy,2
t,rudniejszy,2
t,oda,2
t,aniec,2
t,ania,2
t,atu,2
t,ab,2
t,alistyczny,2
t,astrofi,2
t,elacja,2
t,eli,2
t,rzany,2
t,anda,2
t,ud,2
t,re,2
t,nologia,2
t,łość,2
t,astyczny,2
t,arcz,2
t,ermi,2
t,ernik,2
t,rzel,2
t,ycki,2
t,oma,2
t,ory,2
t,atura,2
t,anek,2
t,ag,2
t,ralniejszy,2
t,aczać,2
t,acz,2
t,af,2
t,orski,2
t,anow,2
t,ło,2
t,onomiczny,2
t,ren,2
t,ruc,2
t,kanie,2
t,rop,2
t,eczk,2
t,em,2
t,eczko,2
t,und,2
t,au,2
t,eń,2
t,wy,2
t,kać,2
t,oczny,2
t,ost,2
t,oste,2
t,ern,2
t,rud,2
t,anowy,2
r,oj,2
r,dol,2
r,unąć,2
r,zek,2
r,ąd,2
r,yc,2
r,mist,2
r,zez,2
r,mac,2
r,mace,2
r,ogi,2
r,asz,2
r,czyni,2
r,czyn,2
r,and,2
r,tu,2
r,ośli,2
r,ciarz,2
r,dować,2
r,ono,2
r,sja,2
r,opi,2
r,edy,2
r,eć,2
r,mio,2
r,te,2
r,omo,2
r,tani,2
r,akcja,2
r,aźliwy,2
r,owóz,2
r,oi,2
r,tograficzny,2
r,cy,2
r,zeci,2
r,dzieć,2
r,żyć,2
r,ęczny,2
r,yl,2
r,wer,2
r,oczny,2
r,ap,2
r,ystyczny,2
r,ug,2
r,nog,2
r,ośniejszy,2
r,af,2
r,zyja,2
r,eg,2
r,usz,2
r,ekcja,2
r,oczy,2
r,awian,2
r,bata,2
r,osny,2
r,osz,2
r,cia,2
r,yła,2
r,beryjski,2
r,iat,2
r,owadzi,2
r,oto,2
r,pli,2
r,og,2
r,ąg,2
r,oni,2
r,ycha,2
r,tyst,2
r,ost,2
r,alizm,2
r,ytorium,2
r,komputer,2
r,wanie,2
r,ym,2
r,opol,2
r,cza,2
r,onomiczny,2
r,ca,2
r,ej,2
r,ówno,2
r,zys,2
r,odek,2
r,ami,2
r,asza,2
r,zer,2
r,ef,2
r,pak,2
r,anicz,2
r,zowy,2
r,zan,2
r,czaj,2
r,wat,2
r,dliwy,2
r,chus,2
r,iusz,2
r,dło,2
r,we,2
r,ucze,2
r,ęcić,2
r,nista,2
r,gać,2
r,ater,2
r,czek,2
r,der,2
r,odziej,2
r,zeczka,2
r,ficzny,2
r,dka,2
r,mański,2
r,est,2
r,ament,2
r,uszczyk,2
r,utniejszy,2
r,mina,2
r,ęt,2
r,ząb,2
r,oska,2
r,acyjny,2
r,ebi,2
r,ożenie,2
r,przestrzeń,2
r,przestrze,2
r,ywa,2
r,owszy,2
r,azyli,2
r,nat,2
r,al,2
r,amię,2
r,wian,2
r,nizacja,2
r,man,2
r,wy,2
r,och,2
r,eniczny,2
r,udzić,2
r,wiać,2
r,ajski,2
r,ysta,2
r,ule,2
r,uć,2
r,tny,2
r,owolny,2
r,uma,2
r,ega,2
r,gon,2
o,ceni,2
o,rzysta,2
o,len,2
o,kup,2
o,rok,2
o,łą,2
o,rzyć,2
o,kap,2
o,wniejszy,2
o,brz,2
o,pływ,2
o,nieć,2
o,czekać,2
o,twierdz,2
o,al,2
o,rm,2
o,tnica,2
o,dusz,2
o,nau,2
o,lać,2
o,dra,2
o,dchodzić,2
o,łówka,2
o,dobny,2
o,ńczy,2
o,sł,2
o,be,2
o,gro,2
o,tyczniejszy,2
o,leca,2
o,łożyć,2
o,rzenie,2
o,towy,2
o,fo,2
o,ron,2
o,ró,2
o,ktor,2
o,dawać,2
o,daw,2
o,cny,2
o,śli,2
o,stró,2
o,krop,2
o,stawa,2
o,min,2
o,de,2
o,nicz,2
o,fizyka,2
o,zbiór,2
o,mny,2
o,łów,2
o,mantyczny,2
o,now,2
o,czerwon,2
o,żer,2
o,mentować,2
o,żny,2
o,łod,2
o,sie,2
o,dek,2
o,mit,2
o,dow,2
o,bójstwo,2
o,przestrzeń,2
o,przestrze,2
o,prz,2
o,gadać,2
o,pka,2
o,wied,2
o,bin,2
o,narz,2
o,szcze,2
o,rolog,2
o,gu,2
o,od,2
o,cja,2
o,stro,2
o,ficzny,2
o,rnia,2
o,lina,2
o,nol,2
o,narc,2
o,wość,2
o,kowy,2
o,jon,2
o,piec,2
o,lski,2
o,istyczny,2
o,raz,2
o,dy,2
o,kład,2
o,ns,2
o,zbi,2
o,ang,2
o,bab,2
o,niowy,2
o,wodn,2
o,sić,2
o,se,2
o,sto,2
o,gia,2
o,lan,2
o,leg,2
o,pować,2
o,pot,2
o,jazd,2
o,tani,2
o,szczer,2
o,wać się,2
o,oso,2
o,ety,2
o,jmować,2
o,roże,2
o,dol,2
o,lon,2
o,tograficzny,2
o,teistyczny,2
o,słucha,2
o,lastyczny,2
o,ryczny,2
o,dowanie,2
o,trzymać,2
o,net,2
o,bry,2
o,fel,2
o,szyk,2
o,wieś,2
o,wiedzi,2
o,nologia,2
o,zu,2
o,batka,2
o,bły,2
o,sło,2
o,prawny,2
o,prosić,2
o,es,2
o,strofa,2
o,wiz,2
o,nda,2
o,barwny,2
o,prawi,2
o,wer,2
o,ryt,2
o,jad,2
o,szyć,2
o,mierz,2
o,trzym,2
o,nto,2
o,mski,2
o,kor,2
o,nina,2
o,zna,2
o,nny,2
o,tar,2
o,rzeczn,2
o,czyć,2
o,kom,2
o,łęb,2
o,brod,2
o,racz,2
o,znaczny,2
o,mian,2
o,bak,2
o,chw,2
tor,y,2
ro,r,2
ro,bić,2
ro,czny,2
ro,?,2
ro,nik,2
ro,ta,2
ro,a,2
ro,zić,2
ro,ik,2
ro,wy,2
ro,tyczny,2
l,bat,2
l,ba,2
l,na,2
l,ender,2
l,orek,2
l,em,2
l,uk,2
l,ator,2
l,ończyk,2
l,czu,2
l,inowy,2
l,tr,2
l,isa,2
l,pe,2
l,wiek,2
l,ang,2
l,ofon,2
l,ant,2
l,eg,2
l,inia,2
l,iowy,2
l,end,2
l,uszczyk,2
l,arniejszy,2
l,iwszy,2
l,af,2
l,kan,2
l,arny,2
l,mować,2
l,amb,2
l,echa,2
l,oza,2
l,anować,2
l,kont,2
l,osz,2
l,izować,2
l,ani,2
l,go,2
l,ichszy,2
l,azo,2
l,maty,2
l,ast,2
l,erować,2
l,ich,2
l,ownik,2
l,arnia,2
l,ego,2
l,aster,2
l,upa,2
l,iza,2
l,turyst,2
l,tur,2
l,iwo,2
l,ąsać,2
l,el,2
l,ele,2
l,ty,2
l,gn,2
l,ube,2
l,eń,2
l,unek,2
l,ański,2
l,etka,2
l,szowy,2
l,atek,2
l,ate,2
l,iszcze,2
l,żyna,2
l,edzić,2
l,tura,2
l,al,2
l,onowy,2
g,ator,2
g,owi,2
g,wiz,2
g,oł,2
g,ist,2
g,mat,2
g,zon,2
g,lan,2
g,anin,2
g,red,2
g,ze,2
g,nion,2
g,roda,2
g,rusz,2
g,astrof,2
g,ment,2
g,za,2
g,zam,2
g,niarz,2
g,ówn,2
g,lini,2
g,ad,2
g,arb,2
g,azo,2
g,iąć,2
g,arni,2
g,rot,2
g,rzech,2
g,ram,2
g,lista,2
g,list,2
g,aty,2
g,ank,2
g,lej,2
g,rek,2
g,ijski,2
g,łowa,2
g,ród,2
g,arn,2
g,un,2
g,ław,2
g,na,2
g,eryjski,2
g,lać,2
g,antyczny,2
g,łos,2
g,łówka,2
g,łoś,2
g,rzeczny,2
g,ame,2
int,r,2
li,e,2
li,za,2
ga,c,2
ga,d,2
ga,?,2
ga,p,2
ator,i,2
to,m,2
to,z,2
oli,b,2
ka,ja,2
ka,nia,2
ka,on,2
ka,g,2
ka,lej,2
ka,sz,2
ż,yn,2
ż,dż,2
ż,ał,2
ż,mo,2
ż,bi,2
ż,anka,2
ż,aro,2
ż,ko,2
ż,niczka,2
ż,nicz,2
ż,yst,2
ż,eń,2
ż,ło,2
ż,wir,2
ż,wi,2
ż,mak,2
ż,ma,2
ż,um,2
ż,urski,2
ż,akiet,2
ż,arnia,2
ż,arówka,2
ż,czy,2
ż,oł,2
ż,nienie,2
łyż,e,2
k,odek,2
k,szt,2
k,rę,2
k,odzi,2
k,we,2
k,ora,2
k,lawa,2
k,ruk,2
k,otwór,2
k,otw,2
k,en,2
k,osowy,2
k,win,2
k,el,2
k,oł,2
k,bu,2
k,uta,2
k,ada,2
k,łó,2
k,rad,2
k,ryst,2
k,oli,2
k,ser,2
k,onomiczny,2
k,lip,2
k,opi,2
k,roba,2
k,rawy,2
k,rzecz,2
k,oła,2
k,iele,2
k,alny,2
k,ruch,2
k,lan,2
k,ać się,2
k,iew,2
k,awy,2
k,sówka,2
k,alo,2
k,rywać,2
k,uch,2
k,ręt,2
k,omba,2
k,ob,2
k,inia,2
k,ret,2
k,sk,2
k,tować,2
k,azywać,2
k,akt,2
k,as,2
k,łód,2
k,ocha,2
k,ąsać,2
k,ownic,2
k,str,2
k,stre,2
k,ima,2
k,aska,2
k,nić,2
k,otyczny,2
k,oko,2
k,rza,2
k,ować się,2
k,ania,2
k,adzać,2
k,ieć,2
k,wia,2
k,odzić,2
k,łus,2
k,anizm,2
k,lima,2
k,taryn,2
k,obro,2
k,ąk,2
k,iernik,2
k,aczka,2
ł,tek,2
ł,uć,2
ł,żeński,2
ł,sz,2
ł,pra,2
ł,ożenie,2
ł,ada,2
ł,cza,2
ł,uc,2
ł,atny,2
ł,ąk,2
ł,ap,2
ł,odniejszy,2
ł,unek,2
ł,tny,2
ł,ub,2
ł,ut,2
ł,bas,2
ł,odni,2
ł,mański,2
ł,oc,2
ł,yn,2
ł,ania,2
ł,ama,2
ł,ust,2
ł,as,2
ł,adny,2
ł,um,2
ł,ośniejszy,2
ł,atek,2
ł,meta,2
ł,ys,2
ł,ąc,2
ł,cić,2
ł,awnik,2
ł,yw,2
ł,uk,2
ł,ądzić,2
ł,óg,2
ł,omny,2
ł,ciowy,2
ł,szy,2
ł,owiek,2
ł,an,2
ł,orzec,2
ł,sze,2
ł,szer,2
ł,oży,2
ł,osk,2
ł,osi,2
ł,og,2
y,czy,2
y,ren,2
y,let,2
y,dostawać,2
y,kładni,2
y,bierać,2
y,tówka,2
y,ść,2
y,mul,2
y,ne,2
y,śl,2
y,ski,2
y,sty,2
y,myślać,2
y,ży,2
y,za,2
y,wiec,2
y,lowanie,2
y,la,2
y,do,2
y,po,2
y,róż,2
y,różni,2
y,rzucić,2
y,kać,2
y,so,2
y,korzyst,2
y,pał,2
y,stwo,2
y,del,2
y,łać,2
y,kład,2
y,myśl,2
y,tani,2
y,że,2
y,pow,2
y,rok,2
y,danie,2
y,mu,2
y,wiz,2
y,wód,2
y,sł,2
y,ści,2
y,godny,2
y,pać,2
y,ńczyk,2
y,ca,2
y,pomnieć,2
y,mie,2
y,drog,2
y,sięga,2
y,ki,2
y,kowy,2
y,star,2
y,je,2
y,znaczn,2
y,zna,2
y,pi,2
y,no,2
y,buc,2
y,spr,2
y,żowy,2
y,raf,2
y,lia,2
y,pacz,2
y,ha,2
y,stka,2
y,rost,2
y,mierny,2
y,chol,2
y,dz,2
y,fik,2
y,kanie,2
y,znacz,2
y,nista,2
y,ton,2
y,mio,2
y,wiad,2
y,wirus,2
y,lon,2
y,kładnik,2
najw,a,2
najw,o,2
najw,s,2
najw,ł,2
ź,le,2
ź,niony,2
ź,wied,2
ź,wiedzi,2
ź,wie,2
ź,ren,2
naj,ważniejszy,2
naj,li,2
naj,str,2
naj,od,2
naj,wi,2
naj,mie,2
w,ent,2
w,as,2
w,odni,2
w,ade,2
w,orzy,2
w,tar,2
w,awi,2
w,sza,2
w,iński,2
w,uz,2
w,art,2
w,óz,2
w,iazd,2
w,ot,2
w,otka,2
w,oczesny,2
w,ocz,2
w,iedzenie,2
w,ark,2
w,ana,2
w,oje,2
w,ul,2
w,iczka,2
w,cowy,2
w,noc,2
w,adz,2
w,aria,2
w,it,2
w,rot,2
w,dzać,2
w,uko,2
w,rzą,2
w,iedzi,2
w,łość,2
w,niczka,2
w,anto,2
w,rac,2
w,orz,2
w,ian,2
w,nian,2
w,ięczny,2
w,alić,2
w,ias,2
w,iedzia,2
w,yw,2
w,jazd,2
w,pł,2
w,iadać,2
w,aczka,2
w,da,2
w,si,2
w,pływ,2
w,ca,2
w,ienie,2
w,ielo,2
w,róż,2
w,iad,2
w,is,2
w,aść,2
w,otwór,2
w,iony,2
w,dzić,2
w,rzesie,2
w,omb,2
w,strze,2
w,iek,2
w,tor,2
w,ada,2
w,róg,2
w,iech,2
w,awić się,2
w,aż,2
ra,o,2
ra,nie,2
ra,tować,2
ra,zić,2
ra,ł,2
najwy,r,2
najwy,b,2
najwy,g,2
wy,dzi,2
wy,ra,2
wy,h,2
ć,k,2
ć,pan,2
p,róg,2
p,ię,2
p,ozo,2
p,are,2
p,il,2
p,lo,2
p,elacja,2
p,ąk,2
p,isk,2
p,atyna,2
p,łynniejszy,2
p,am,2
p,erb,2
p,oga,2
p,anować,2
p,rzyć,2
p,ieczny,2
p,sk,2
p,rzyg,2
p,oku,2
p,edy,2
p,okaz,2
p,ończyk,2
p,oj,2
p,uł,2
p,iękn,2
p,aczać,2
p,asz,2
p,ostro,2
p,ostr,2
p,aro,2
p,ług,2
p,oda,2
p,tograf,2
p,uszczyk,2
p,odzi,2
p,ode,2
p,rosta,2
p,etr,2
p,su,2
p,ogrom,2
p,ogr,2
p,ora,2
p,anie,2
p,odek,2
p,rzepi,2
p,ękać,2
p,arka,2
p,iernik,2
p,lat,2
p,ącze,2
p,rzyw,2
p,ap,2
p,ole,2
p,odw,2
p,lem,2
p,ery,2
p,lastyczn,2
p,rzeć,2
p,rzew,2
p,iszcze,2
p,tek,2
p,inia,2
p,roz,2
p,eć,2
p,lec,2
p,ci,2
p,ec,2
p,raba,2
p,arów,2
p,ieszyć,2
p,iesz,2
p,ina,2
p,rzę,2
p,orium,2
p,aszcz,2
p,uszeczka,2
p,ękn,2
p,iewać,2
p,iąć,2
p,rosz,2
p,alić,2
p,ejski,2
p,ieś,2
p,arówka,2
p,anka,2
p,ilny,2
p,loz,2
p,lastyczny,2
p,ieranie,2
p,ochodzić,2
p,czyk,2
p,ryjski,2
p,osi,2
p,otka,2
p,tolog,2
p,iak,2
p,anda,2
poży,w,2
czy,w,2
czy,ca,2
czyć,?,2
c,zu,2
c,ha,2
c,yc,2
c,zo,2
c,zes,2
c,ały,2
c,he,2
c,ukr,2
c,iwo,2
c,echa,2
c,ewnik,2
c,owni,2
c,ew,2
c,ysta,2
c,jalny,2
c,ad,2
c,arz,2
c,iętny,2
c,ystyczny,2
c,iot,2
c,iwszy,2
c,edzić,2
c,hist,2
c,iana,2
c,zówka,2
c,hr,2
c,iołek,2
c,adło,2
c,zon,2
c,erka,2
c,ont,2
c,isk,2
c,yjny,2
c,yd,2
c,iarnia,2
c,zyc,2
c,ety,2
c,iarka,2
c,ica,2
c,ierni,2
c,ac,2
c,ani,2
c,anie,2
z,iana,2
z,gorz,2
z,tał,2
z,dać,2
z,iński,2
z,emię,2
z,iąć,2
z,ukać,2
z,wię,2
z,ytać,2
z,iec,2
z,rz,2
z,ęstszy,2
z,dra,2
z,iom,2
z,ers,2
z,arn,2
z,iwo,2
z,abi,2
z,stró,2
z,str,2
z,myślać,2
z,ed,2
z,kład,2
z,kiet,2
z,la,2
z,osk,2
z,jalny,2
z,yński,2
z,gni,2
z,dr,2
z,pin,2
z,aro,2
z,gr,2
z,gre,2
z,ani,2
z,ytorium,2
z,mian,2
z,ca,2
z,ręczny,2
z,pacz,2
z,yni,2
z,mor,2
z,mo,2
z,ebać,2
z,kawka,2
z,kaw,2
z,nak,2
z,apo,2
z,yst,2
z,uć,2
z,alny,2
z,arówka,2
z,amin,2
z,otka,2
z,jo,2
z,otop,2
z,ypa,2
z,ic,2
z,puszcza,2
z,pu,2
z,nać,2
z,war,2
z,elny,2
z,arz,2
z,osfera,2
z,iele,2
z,pr,2
z,cić,2
z,czekać,2
z,edzić,2
z,inowy,2
z,ag,2
z,podstaw,2
z,sta,2
z,upa,2
z,iał,2
z,any,2
z,je,2
z,stęp,2
z,achow,2
z,iewać,2
z,ron,2
z,ała,2
z,czka,2
z,ąb,2
z,pi,2
z,rost,2
z,boż,2
z,bo,2
z,oł,2
z,ep,2
z,tan,2
z,łu,2
z,aka,2
z,erka,2
z,urski,2
z,różni,2
z,rzucić,2
z,rzuc,2
z,ru,2
z,łek,2
z,eś,2
z,wyk,2
z,męcz,2
z,ycz,2
z,anować,2
z,czarow,2
z,arować,2
z,klan,2
z,czyzna,2
z,utny,2
z,yb,2
z,eniec,2
z,awi,2
z,mę,2
z,oła,2
z,aw,2
z,min,2
z,bó,2
z,drowy,2
z,ieć,2
z,bierać,2
z,ywy,2
z,jad,2
z,czy,2
z,łożyć,2
z,edzenie,2
z,edni,2
z,ata,2
z,rok,2
z,mierz,2
z,warc,2
po,cz,2
po,le,2
po,wó,2
po,ró,2
po,tka,2
po,ra,2
d,rzęd,2
d,ost,2
d,radn,2
d,uk,2
d,ys,2
d,wa,2
d,czerwon,2
d,dy,2
d,ostrze,2
d,uszeczka,2
d,ora,2
d,ma,2
d,ali,2
d,oprowadz,2
d,ymn,2
d,grzyb,2
d,grz,2
d,nieść,2
d,ług,2
d,lić się,2
d,wczesny,2
d,lewa,2
d,oko,2
d,mienny,2
d,ostawać,2
d,niczka,2
d,nic,2
d,naw,2
d,go,2
d,arzenie,2
d,bierać,2
d,bie,2
d,ion,2
d,lin,2
d,ycki,2
d,yc,2
d,elt,2
d,rzem,2
d,czyk,2
d,usić,2
d,ela,2
d,arstwo,2
d,pow,2
d,ąsać,2
d,ator,2
d,akt,2
d,rzucić,2
d,racz,2
d,awnik,2
d,iana,2
d,ywalny,2
d,mierny,2
d,nicz,2
d,żyw,2
d,ycja,2
d,oić,2
d,miot,2
d,zony,2
d,bać,2
d,dawać,2
d,daw,2
d,arz,2
d,oży,2
d,nor,2
d,stawi,2
d,owolny,2
d,zwyczajn,2
d,res,2
d,obić,2
d,ziew,2
d,niczy,2
d,aczk,2
d,lejszy,2
d,rob,2
d,ianin,2
d,ręcz,2
d,ycha,2
d,ersz,2
d,osny,2
d,nosić,2
d,czyn,2
d,ym,2
d,up,2
d,ania,2
d,rowy,2
d,ut,2
d,stęp,2
d,ur,2
d,ochodzić,2
d,oba,2
d,zanie,2
d,rowiec,2
d,oln,2
d,echa,2
d,powie,2
ę,gnąć,2
ę,gl,2
ę,stszy,2
ę,żar,2
ę,ża,2
ę,cze,2
ę,tn,2
ę,szczać,2
ę,szcz,2
ę,sz,2
ę,bszy,2
ę,cio,2
ę,gi,2
ę,batka,2
ę,ci,2
ę,kszy,2
ę,stw,2
ę,gorz,2
ę,czy,2
ę,kanie,2
ę,czo,2
ę,bie,2
ę,kowy,2
ę,ciowy,2
ę,sło,2
ę,zn,2
ę,znąć,2
aszcz,a,2
asz,c,2
asz,k,2
asz,t,2
szcz,ka,2
szcz,ół,2
cz,t,2
cz,el,2
cz,ać,2
cz,nica,2
ła,ń,2
ła,ka,2
b,serw,2
b,ula,2
b,iał,2
b,alny,2
b,ater,2
b,ró,2
b,rosz,2
b,ól,2
b,ole,2
b,ieranie,2
b,alić,2
b,ąk,2
b,ijać,2
b,ja,2
b,jaw,2
b,edni,2
b,awić się,2
b,aster,2
b,is,2
b,ag,2
b,ca,2
b,orski,2
b,yła,2
b,rud,2
b,rza,2
b,inowy,2
b,ego,2
b,eg,2
b,adanie,2
b,ir,2
b,lad,2
b,asist,2
b,ab,2
b,oży,2
b,da,2
b,ucha,2
b,otować,2
b,oj,2
b,se,2
b,inia,2
b,syn,2
b,roda,2
b,raz,2
b,az,2
b,ern,2
b,gadać,2
b,de,2
b,ronić,2
b,aj,2
b,łoń,2
b,sze,2
b,arz,2
b,ion,2
b,osk,2
b,anda,2
b,serwa,2
b,ez,2
b,łko,2
b,sk,2
b,rowy,2
b,ilny,2
b,ienie,2
b,iały,2
b,nie,2
b,alizm,2
b,rator,2
b,iar,2
b,ołów,2
b,rok,2
b,udzić,2
b,ang,2
b,tro,2
b,tr,2
b,icz,2
b,iernik,2
b,ros,2
b,oli,2
b,oza,2
b,awny,2
j,al,2
j,dować,2
j,omość,2
j,eczny,2
j,liczniejszy,2
j,aś,2
j,rz,2
j,ącze,2
j,enny,2
j,ebać,2
j,rzenie,2
j,awić się,2
j,aśniejszy,2
j,ciekaw,2
j,oni,2
j,ab,2
j,ście,2
j,ba,2
j,emny,2
j,mo,2
j,ec,2
j,atka,2
j,ant,2
j,aźniejszy,2
j,sm,2
j,ter,2
j,ada,2
j,ent,2
j,landzki,2
j,aźliwy,2
e,ał,2
e,we,2
e,cja,2
e,dnik,2
e,kr,2
e,nd,2
e,nk,2
e,pr,2
e,ze,2
e,tyk,2
e,plik,2
e,staw,2
e,kom,2
e,żyna,2
e,kol,2
e,tnica,2
e,myśl,2
e,my,2
e,mentować,2
e,nnik,2
e,wnętrzn,2
e,ryjski,2
e,kl,2
e,biera,2
e,rna,2
e,przy,2
e,żn,2
e,szy,2
e,dzać,2
e,brać,2
e,szniejszy,2
e,rator,2
e,wierz,2
e,wier,2
e,howiec,2
e,res,2
e,bca,2
e,chwi,2
e,fe,2
e,ktor,2
e,sza,2
e,sp,2
e,gi,2
e,pot,2
e,mis,2
e,czo,2
e,nicja,2
e,dzia,2
e,stęp,2
